61.1436416,55.0535551
61.1663111,55.0399574
61.1797758,55.04789
61.2151408,55.0378282
61.2404813,55.0461031
61.3071396,55.076031
61.3139806,55.0766814
61.3260437,55.0733872
61.3253069,55.0656065
61.3393062,55.0397736
61.3539614,55.028731
61.3621859,55.0160042
61.3695962,55.0239715
61.3851946,55.0213581
61.3907121,54.9996176
61.3912147,54.9909334
61.4263103,55.038617
61.4406208,55.0370657
61.4386294,55.0389817
61.4435778,55.0399984
61.4844754,55.0571706
61.4952527,55.0617146
61.5416044,55.0863205
61.5443733,55.0927371
61.5352419,55.1035931
61.5169803,55.1088801
61.5425776,55.1180817
61.5502194,55.1388574
61.5533988,55.1539781
61.5556815,55.1627432
61.5569625,55.1657091
61.5723428,55.1717398
61.5835457,55.1780277
61.5910095,55.1821223
61.579881,55.1812549
61.5574623,55.1943109
61.5570829,55.2014344
61.5568792,55.2124345
61.5563677,55.2197741
61.5524751,55.2326755
61.528783,55.2347986
61.5094045,55.2392916
61.4971202,55.2403268
61.4925312,55.2391006
61.491366,55.2506743
61.5212938,55.2591603
61.5521612,55.2808548
61.5513095,55.286231
61.5461495,55.3001106
61.5427863,55.3029553
61.5163877,55.3088998
61.5014517,55.3093525
61.4931306,55.3087839
61.4780266,55.3116281
61.4680133,55.312039
61.4660158,55.3081889
61.439615,55.311817
61.3986316,55.304675
61.3798283,55.3096268
61.3592737,55.3090088
61.3599279,55.3128129
61.3481966,55.3116552
61.3513359,55.3070125
61.3503075,55.3059387
61.351813,55.3043579
61.352927,55.3038298
61.3557071,55.3012488
61.3556875,55.3005322
61.3517361,55.2980927
61.34878,55.296263
61.347474,55.2948248
61.3473009,55.2918354
61.349497,55.2877572
61.3527568,55.2865098
61.3534133,55.2853176
61.3543313,55.2832148
61.3540373,55.2816972
61.3543946,55.2802912
61.3539739,55.27926
61.3532939,55.2781833
61.3558017,55.2763874
61.3597462,55.2745363
61.3599705,55.2730928
61.3590038,55.2722322
61.3587474,55.2698819
61.3585368,55.2682313
61.3607398,55.2658289
61.3550101,55.2650546
61.3487347,55.2661542
61.3468788,55.2608476
61.3255272,55.2659472
61.3078283,55.2658745
61.2716419,55.2482096
61.2726948,55.2242492
61.2503855,55.1622085
61.2463095,55.1411623
61.2853889,55.1375192
61.3019645,55.1289928
61.2929767,55.1162054
61.2324674,55.0628006
61.2255328,55.0509827
61.2210803,55.04879
61.2151687,55.0460164
61.2101262,55.0462254
61.1994546,55.0469287
61.1576389,55.0543394
